--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
| Usuário    |TMv|Cen.|Dep.|Material  |Texto breve material                    |Tp.aval. |Lote      |Elemento PEP      |Doc.mat.  |Data lçto.| Quantidade|Pedido    |Referência      |Texto cab.documento      | Nºreser.|DiagRede  |  Montante MI| 
| F30B       |Y21|2929|M0UB|10.367.067|Anel de carga DN 45mm 33t               |USADO    |USADO     |                  |4904202163|07.01.2026|         1 |          |000003593-1     |GEM SADI 138/2025        |         |          |        0,00 |
| F30B       |Y21|2929|0777|10.376.638|Graxa lub. lt c/1Kg                     |USADO    |USADO     |                  |4904123968|02.01.2026|         1-|          |000003572-1     |GEM BAÇU SKOL 174/2025   |         |          |        0,00 |
| F30B       |Y21|2929|M0UB|10.376.638|Graxa lub. lt c/1Kg                     |USADO    |USADO     |                  |4904123968|02.01.2026|         1 |          |000003572-1     |GEM BAÇU SKOL 174/2025   |         |          |        0,00 |
| F30B       |202|2096|0777|10.389.062|Cab.d/tração 9" 5 Ksi SWL 300 ton       |USADO    |USADO     |                  |4904204366|07.01.2026|         1 |          |                |NF DE CHEGADA: 5953      |         |          |        5,69 |
| F30B       |Y21|2096|0777|10.389.062|Cab.d/tração 9" 5 Ksi SWL 300 ton       |USADO    |USADO     |                  |4904204593|07.01.2026|         1-|          |002935201-1     |NF DE CHEGADA: 5953      |         |          |        0,00 |
| F30B       |Y21|2096|F1UB|10.389.062|Cab.d/tração 9" 5 Ksi SWL 300 ton       |USADO    |USADO     |                  |4904204593|07.01.2026|         1 |          |002935201-1     |NF DE CHEGADA: 5953      |         |          |        0,00 |
| M2A0       |343|2096|M029|10.410.989|Rolete amarra 190 e 200mm               |A RECUPER|A RECUPER |                  |4904160754|05.01.2026|         2 |          |FICHA 753930    |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|10.410.989|Rolete amarra 190 e 200mm               |A RECUPER|A RECUPER |                  |4904160754|05.01.2026|         2-|          |FICHA 753930    |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|10.410.989|Rolete amarra 190 e 200mm               |A RECUPER|A RECUPER |                  |4904160754|05.01.2026|         1 |          |FICHA 753930    |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|10.410.989|Rolete amarra 190 e 200mm               |A RECUPER|A RECUPER |                  |4904160754|05.01.2026|         1-|          |FICHA 753930    |                         |         |          |        0,00 |
| M2A0       |551|2096|M029|10.410.989|Rolete amarra 190 e 200mm               |A RECUPER|A RECUPER |                  |4904161100|05.01.2026|         2-|          |FICHA 753930    |                         |         |          |        1,74-|
| M2A0       |551|2096|M029|10.410.989|Rolete amarra 190 e 200mm               |A RECUPER|A RECUPER |                  |4904161100|05.01.2026|         1-|          |FICHA 753930    |                         |         |          |        0,87-|
| R7YE       |202|2929|M0UB|10.411.340|Gancho olhal capac. 50t                 |USADO    |USADO     |                  |4904178041|06.01.2026|         1 |          |2703378-PBXPB   |BAÇU SWAV 10/2025        |         |          |        0,36 |
| R7YE       |201|2929|0777|10.411.340|Gancho olhal capac. 50t                 |USADO    |USADO     |                  |4904178044|06.01.2026|         8-|          |000003228-1     |XPE0103432               |         |          |        2,88-|
| R7YE       |311|2929|M0UB|10.411.340|Gancho olhal capac. 50t                 |USADO    |USADO     |                  |4904178042|06.01.2026|         8-|          |000003228-1     |XPE0103432               |         |          |        0,00 |
| R7YE       |311|2929|0777|10.411.340|Gancho olhal capac. 50t                 |USADO    |USADO     |                  |4904178042|06.01.2026|         8 |          |000003228-1     |XPE0103432               |         |          |        0,00 |
| DQ8K       |Y21|2096|FBEL|10.411.448|Manilha curva NBR 13545 gr 8S CMT 50/55t|A RECUPER|A RECUPER |                  |4904235171|09.01.2026|         5 |          |002935953-1     |                         |         |          |        0,00 |
| DQ8K       |Y21|2096|M029|10.411.448|Manilha curva NBR 13545 gr 8S CMT 50/55t|A RECUPER|A RECUPER |                  |4904235171|09.01.2026|         5-|          |002935953-1     |                         |         |          |        0,00 |
| DQ8K       |Y22|2096|FBEL|10.411.448|Manilha curva NBR 13545 gr 8S CMT 50/55t|A RECUPER|A RECUPER |                  |4904235170|09.01.2026|         5-|          |                |                         |         |          |        0,00 |
| DQ8K       |Y22|2096|M029|10.411.448|Manilha curva NBR 13545 gr 8S CMT 50/55t|A RECUPER|A RECUPER |                  |4904235170|09.01.2026|         5 |          |                |                         |         |          |        0,00 |
| DELM       |202|2096|0777|10.411.448|Manilha curva NBR 13545 gr 8S CMT 50/55t|USADO    |USADO     |                  |4904240099|09.01.2026|         1 |          |G WAVE 160/2025 |GEM BAÇU WAVE 160/202    |         |          |      533,29 |
| DELM       |Y21|2096|0777|10.411.448|Manilha curva NBR 13545 gr 8S CMT 50/55t|USADO    |USADO     |                  |4904240311|09.01.2026|         1-|          |002935993-1     |GEM BAÇU WAVE 160/202    |         |          |        0,00 |
| DELM       |Y21|2096|F1UB|10.411.448|Manilha curva NBR 13545 gr 8S CMT 50/55t|USADO    |USADO     |                  |4904240311|09.01.2026|         1 |          |002935993-1     |GEM BAÇU WAVE 160/202    |         |          |        0,00 |
| F30B       |201|2096|0777|10.411.448|Manilha curva NBR 13545 gr 8S CMT 50/55t|USADO    |USADO     |                  |4904218735|08.01.2026|         1-|          |                |ESTORNO SOLICITADO       |         |          |      533,29-|
| F30B       |201|2096|0777|10.411.448|Manilha curva NBR 13545 gr 8S CMT 50/55t|USADO    |USADO     |                  |4904218735|08.01.2026|         1-|          |                |ESTORNO SOLICITADO       |         |          |      533,29-|
| SADRCNFEOUT|Y22|2096|F1UB|10.411.448|Manilha curva NBR 13545 gr 8S CMT 50/55t|USADO    |USADO     |                  |4904216624|08.01.2026|         1-|          |002935098-1     |GEM SADI 138/2025        |         |          |        0,00 |
| SADRCNFEOUT|Y22|2096|0777|10.411.448|Manilha curva NBR 13545 gr 8S CMT 50/55t|USADO    |USADO     |                  |4904216624|08.01.2026|         1 |          |002935098-1     |GEM SADI 138/2025        |         |          |        0,00 |
| SADRCNFEOUT|Y22|2096|F1UB|10.411.448|Manilha curva NBR 13545 gr 8S CMT 50/55t|USADO    |USADO     |                  |4904216624|08.01.2026|         1-|          |002935098-1     |GEM SADI 138/2025        |         |          |        0,00 |
| SADRCNFEOUT|Y22|2096|0777|10.411.448|Manilha curva NBR 13545 gr 8S CMT 50/55t|USADO    |USADO     |                  |4904216624|08.01.2026|         1 |          |002935098-1     |GEM SADI 138/2025        |         |          |        0,00 |
| F30B       |202|2096|0777|10.411.448|Manilha curva NBR 13545 gr 8S CMT 50/55t|USADO    |USADO     |                  |4904199245|07.01.2026|         1 |          |XPE0109543      |GEM SADI 138/2025        |         |          |      527,55 |
| F30B       |202|2096|0777|10.411.448|Manilha curva NBR 13545 gr 8S CMT 50/55t|USADO    |USADO     |                  |4904199245|07.01.2026|         1 |          |XPE0109543      |GEM SADI 138/2025        |         |          |      527,55 |
| CYPQ       |101|2096|FBEL|10.411.448|Manilha curva NBR 13545 gr 8S CMT 50/55t|USADO    |USADO     |                  |5043326753|07.01.2026|         1 |          |NFBR002928822   |                         |         |          |      757,30 |
| CYPQ       |261|2096|FBEL|10.411.448|Manilha curva NBR 13545 gr 8S CMT 50/55t|A RECUPER|A RECUPER |                  |4904209692|07.01.2026|         1-|          |NFBR002928822   |                         |127356178|          |        8,24-|
| F30B       |Y21|2096|0777|10.411.448|Manilha curva NBR 13545 gr 8S CMT 50/55t|USADO    |USADO     |                  |4904199543|07.01.2026|         1-|          |002935098-1     |GEM SADI 138/2025        |         |          |        0,00 |
| F30B       |Y21|2096|F1UB|10.411.448|Manilha curva NBR 13545 gr 8S CMT 50/55t|USADO    |USADO     |                  |4904199543|07.01.2026|         1 |          |002935098-1     |GEM SADI 138/2025        |         |          |        0,00 |
| F30B       |Y21|2096|0777|10.411.448|Manilha curva NBR 13545 gr 8S CMT 50/55t|USADO    |USADO     |                  |4904199543|07.01.2026|         1-|          |002935098-1     |GEM SADI 138/2025        |         |          |        0,00 |
| F30B       |Y21|2096|F1UB|10.411.448|Manilha curva NBR 13545 gr 8S CMT 50/55t|USADO    |USADO     |                  |4904199543|07.01.2026|         1 |          |002935098-1     |GEM SADI 138/2025        |         |          |        0,00 |
| FB4Q       |862|2096|0777|10.411.448|Manilha curva NBR 13545 gr 8S CMT 50/55t|USADO    |USADO     |                  |4904181926|06.01.2026|         1-|4514935359|002934785-1     |                         |         |          |      527,55-|
| FB4Q       |311|2096|F1VB|10.411.448|Manilha curva NBR 13545 gr 8S CMT 50/55t|USADO    |USADO     |                  |4904180834|06.01.2026|         1-|          |2783473-361     |BAVIT SKOL 05/2025       |         |          |        0,00 |
| FB4Q       |311|2096|0777|10.411.448|Manilha curva NBR 13545 gr 8S CMT 50/55t|USADO    |USADO     |                  |4904181663|06.01.2026|         1 |          |2783473-361     |BAVIT SKOL 05/2025       |         |          |        0,00 |
| FB4Q       |311|2096|0777|10.411.448|Manilha curva NBR 13545 gr 8S CMT 50/55t|USADO    |USADO     |                  |4904180834|06.01.2026|         1 |          |2783473-361     |BAVIT SKOL 05/2025       |         |          |        0,00 |
| FB4Q       |311|2096|F1VB|10.411.448|Manilha curva NBR 13545 gr 8S CMT 50/55t|USADO    |USADO     |                  |4904181663|06.01.2026|         1-|          |2783473-361     |BAVIT SKOL 05/2025       |         |          |        0,00 |
| XB5K       |201|2096|F1VB|10.411.448|Manilha curva NBR 13545 gr 8S CMT 50/55t|USADO    |USADO     |                  |4904177411|06.01.2026|         1-|          |2924579-835     |BAVIT SKRE 03/2025       |         |          |      527,55-|
| FB4Q       |312|2096|F1VB|10.411.448|Manilha curva NBR 13545 gr 8S CMT 50/55t|USADO    |USADO     |                  |4904181662|06.01.2026|         1 |          |2783473-361     |BAVIT SKOL 05/2025       |         |          |        0,00 |
| FB4Q       |312|2096|0777|10.411.448|Manilha curva NBR 13545 gr 8S CMT 50/55t|USADO    |USADO     |                  |4904181662|06.01.2026|         1-|          |2783473-361     |BAVIT SKOL 05/2025       |         |          |        0,00 |
| SYL1       |Y21|2096|0777|10.411.448|Manilha curva NBR 13545 gr 8S CMT 50/55t|USADO    |USADO     |                  |4904167491|05.01.2026|         4-|          |002934559-1     |SKRE-05-150/25           |         |          |        0,00 |
